SEQPLT18	YEAR	PSTATABB	PNAME	ORISPL	UTLSRVNM	LAT	LON	PLPRMFL	PLFUELCT	PLNGENAN	PLCO2AN	PLCO2EQA	PLC2ERTA	PLCO2CRT	UNCO2	BIOCO2	CHPCO2	PLGENACL	PLGENAOL	PLGENAGS	PLGENANC	PLGENAHY	PLGENABM	PLGENAWI	PLGENASO	PLGENAGT	PLGENAOF	PLGENAOP	PLGENATN	PLGENATR	PLGENATH
2680	2018	FL	Tiger Bay	7699	Duke Energy Florida, LLC	27.746369	-81.849446	NG	GAS	1212922	511265	511810	844	843	511265			0	0	1212922	0	0	0	0	0	0	0	0	1212922	0	0
2681	2018	FL	Tom G Smith	673	City of Lake Worth - (FL)	26.612767	-80.0677	NG	GAS	11838	3851	3866	653	651	3851			0	560	11278	0	0	0	0	0	0	0	0	11838	0	0
2682	2018	FL	Trail Ridge Landfill Gas Recovery	57123	LES Project Holdings LLC	30.227953	-82.040881	LFG	BIOMASS	59300	0	0	0	0	42380	42380		0	0	0	0	0	59300	0	0	0	0	0	0	59300	59300
2683	2018	FL	Trailside Solar Center	62916	Florida Power & Light Co	29.774987	-81.427853	SUN	SOLAR																						
2684	2018	FL	Treasure Coast Energy Center	56400	Fort Pierce Utilities Authority	27.383889	-80.3775	NG	GAS	1847869	808925	809725	876	876	808925			0	329	1847540	0	0	0	0	0	0	0	0	1847869	0	0
2685	2018	FL	Trenton Solar Power Plant	62543	Duke Energy Florida, LLC	29.635051	-82.843085	SUN	SOLAR																						
2686	2018	FL	Tropicana Products Bradent	50971	Tropicana Products Inc	27.483358	-82.548341	NG	GAS	196525	57723	57783	588	587	123157		65433	0	0	196525	0	0	0	0	0	0	0	0	196525	0	0
2687	2018	FL	Turkey Point	621	Florida Power & Light Co	25.4356	-80.3308	NUC	NUCLEAR	19812430	2483563	2486208	251	819	2483563			0	13528	6049134	13749768	0	0	0	0	0	0	0	19812430	0	0
2688	2018	FL	Twin Lakes	62633	Florida Power & Light Co	29.612188	-81.844528	SUN	SOLAR																						
2689	2018	FL	Union Springs Solar Center	62923	Florida Power & Light Co	29.97397	-82.30099	SUN	SOLAR																						
2690	2018	FL	University of Florida	7345	Duke Energy Florida, LLC	29.640278	-82.348611	NG	GAS	331594	169519	169686	1023	1022	169519		0	0	0	331594	0	0	0	0	0	0	0	0	331594	0	0
2691	2018	FL	Unknown	7738	Seminole Electric Cooperative Inc	27.627778	-81.845	DFO	OIL																						
2692	2018	FL	Unnamed	7890	Seminole Electric Cooperative Inc																										
2693	2018	FL	Unsited	7744	Florida Power & Light Co			NG	GAS																						
2694	2018	FL	Vandolah Power Project	55415	Vandolah Power Co LLC	27.523607	-81.923951	NG	GAS	1153714	730239	731019	1267	1266	730239			0	9863	1143851	0	0	0	0	0	0	0	0	1153714	0	0
2695	2018	FL	W E Swoope	681	New Smyrna Beach Utilities Commission	29.0219	-80.9644	DFO	OIL																						
2696	2018	FL	Walt Disney World Solar Facility	59973	Duke Energy Florida Solar Solutions	28.3737	-81.562589	SUN	SOLAR	8337								0	0	0	0	0	0	0	8337	0	0	0	0	8337	8337
2697	2018	FL	Waste Management Naples LFGTE Project	57168	WM Renewable Energy LLC	26.155833	-81.658055	LFG	BIOMASS	18125	0	0	0	0	14710	14710		0	0	0	0	0	18125	0	0	0	0	0	0	18125	18125
2698	2018	FL	West County Energy Center	56407	Florida Power & Light Co	26.6986	-80.3747	NG	GAS	19840914	7919667	7928224	799	798	7919667			0	32026	19808889	0	0	0	0	0	0	0	0	19840915	0	0
2699	2018	FL	WestRock Panama City Mill	50807	WestRock Corp-Panama City	30.141984	-85.621103	BLQ	BIOMASS	197509	24870	25832	262	252	1516864	1175288	316706	17546	4403	34378	0	0	141182	0	0	0	0	0	56327	141182	141182
2700	2018	FL	Wheelabrator North Broward	54033	WM Renewable Energy LLC	26.2878	-80.1581	MSW	BIOMASS																						
2701	2018	FL	Wheelabrator Ridge Energy	54529	Wheelabrator Environmental Systems	28.0274	-81.8475	WDS	BIOMASS	214057	61537	73777	689	575	564466	502930		0	0	0	0	0	189034	0	0	0	25023	0	25023	189034	189034
2702	2018	FL	Wheelabrator South Broward	50887	Wheelabrator Environmental Systems	26.0687	-80.1986	MSW	BIOMASS	432002	421688	441154	2042	1952	860591	438903		0	0	0	0	0	432002	0	0	0	0	0	0	432002	432002
2703	2018	FL	Wildflower Solar Energy Center	61050	Florida Power & Light Co	27.316187	-81.783899	SUN	SOLAR	166413								0	0	0	0	0	0	0	166413	0	0	0	0	166413	166413
2704	2018	FL	Wimauma Solar	61667	Tampa Electric Co	27.736389	-82.271722	SUN	SOLAR																						
2705	2018	FL	Winston	7997	City of Lakeland - (FL)	28.0274	-82.0164	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2706	2018	GA	191 Peachtree Tower	54818	Banyan St./GAP 191 Peachtree Owner, LLC	33.7583	-84.3869	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2707	2018	GA	ADS Renewable Energy-Wolf Creek LLC	60184	ADS Renewable Energy- Wolf Creek, LLC	32.7755	-83.4348	LFG	BIOMASS	19273	0	0	0	0	13489	13489		0	0	0	0	0	19273	0	0	0	0	0	0	19273	19273
2708	2018	GA	AL Sandersville Energy Facility	55672	SEPG Operating Services, LLC ALS	33.1189	-82.8608	NG	GAS	73109	48621	48672	1331	1330	48621			0	0	73109	0	0	0	0	0	0	0	0	73109	0	0
2709	2018	GA	Albany Green Energy LLC	60340	Albany Green Energy, LLC	31.5559	-84.1103	WDS	BIOMASS	70969	10923	12300	347	308	139002	118443	9636	0	0	1018	0	0	69951	0	0	0	0	0	1018	69951	69951
2710	2018	GA	Allatoona	760	USCE-Mobile District	34.1637	-84.7282	WAT	HYDRO	133212								0	0	0	0	133212	0	0	0	0	0	0	0	133212	0
2711	2018	GA	Allen B Wilson Combustion Turbine Plant	6258	Georgia Power Co	33.137711	-81.748294	DFO	OIL	4093	8712	8741	4271	4257	8712			0	4093	0	0	0	0	0	0	0	0	0	4093	0	0
2712	2018	GA	Arkwright	699	Georgia Power Co	32.926944	-83.699444																								
2713	2018	GA	Athens Regional Medical Center	55319	Athens Regional Medical Center	33.9625	-83.3981	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2714	2018	GA	Atkinson	700	Georgia Power Co	33.8175	-84.480278																								
2715	2018	GA	Atlanta Falcons Solar	62393	Georgia Power Co	33.755421	-84.400933	SUN	SOLAR																						
2716	2018	GA	Atlanta Gift Mart LP	54877	Atlanta Gift Mart LP	33.7611	-84.3892	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2717	2018	GA	Azalea Solar, LLC	58482	Dominion Renewable Energy	32.980833	-82.591667	SUN	SOLAR	12462								0	0	0	0	0	0	0	12462	0	0	0	0	12462	12462
2718	2018	GA	Baconton Power	55304	Baconton Power LLC	31.3869	-84.08	NG	GAS	67566	38951	38990	1154	1153	38951			0	0	67566	0	0	0	0	0	0	0	0	67566	0	0
2719	2018	GA	Bank of America Plaza	55152	BF ATL Realty Services LLC	33.7708	-84.3861	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2720	2018	GA	Barnett Shoals	701	Georgia Power Co	33.839475	-83.309716	WAT	HYDRO																						
2721	2018	GA	Bibb Jones	62880	Westbound Solar LLC	32.777747	-83.756164	SUN	SOLAR																						
2722	2018	GA	BJ Gas Recovery	54392	WM Renewable Energy LLC	33.93	-84.2378	LFG	BIOMASS	7594	0	0	0	0	6066	6066		0	0	0	0	0	7594	0	0	0	0	0	0	7594	7594
2723	2018	GA	Blue Ridge	757	Tennessee Valley Authority	34.883889	-84.282222	WAT	HYDRO	47429								0	0	0	0	47429	0	0	0	0	0	0	0	47429	0
2724	2018	GA	Boulevard	732	Georgia Power Co	32.0411	-81.145	DFO	OIL	43	222	223	10371	10335	222			0	43	0	0	0	0	0	0	0	0	0	43	0	0
2725	2018	GA	Bowen	703	Georgia Power Co	34.1256	-84.9222	BIT	COAL	13619914	14674603	14785035	2171	2155	14674603			13582918	36996	0	0	0	0	0	0	0	0	0	13619914	0	0
2726	2018	GA	Brunswick Cellulose	10605	Brunswick Cellulose LLC	31.175406	-81.521637	BLQ	BIOMASS	463825	14863	17110	74	64	2527257	2388761	123633	0	3526	37320	0	0	421462	0	0	0	1517	0	42363	421462	421462
2727	2018	GA	Buford	759	USCE-Mobile District	34.162279	-84.077367	WAT	HYDRO	209768								0	0	0	0	209768	0	0	0	0	0	0	0	209768	0
2728	2018	GA	Burton Dam	704	Georgia Power Co	34.7939	-83.5406	WAT	HYDRO	30793								0	0	0	0	30793	0	0	0	0	0	0	0	30793	0
2729	2018	GA	Butler Solar Farm 20	59891	Southern Power Co	32.575542	-84.316547	SUN	SOLAR	39302								0	0	0	0	0	0	0	39302	0	0	0	0	39302	39302
2730	2018	GA	Butler Solar Project 103	59896	Southern Power Co	32.561944	-84.275833	SUN	SOLAR	225627								0	0	0	0	0	0	0	225627	0	0	0	0	225627	225627
2731	2018	GA	Camilla Solar Energy Project	61785	Invenergy Services LLC	31.26955	-84.228721	SUN	SOLAR																						
2732	2018	GA	Camilla Solar Plant	58892	Axium US Solar Holdings LLC	31.183889	-84.131944	SUN	SOLAR	27491								0	0	0	0	0	0	0	27491	0	0	0	0	27491	27491
2733	2018	GA	Camp Solar Plant	58893	Axium US Solar Holdings LLC	32.964722	-84.543889	SUN	SOLAR	4105								0	0	0	0	0	0	0	4105	0	0	0	0	4105	4105
2734	2018	GA	Carters	6130	USCE-Mobile District	34.6121	-84.6733	WAT	HYDRO	160893								0	0	0	0	160893	0	0	0	0	0	0	0	160893	0
2735	2018	GA	Cedartown Battery Energy Storage Project	60561	Georgia Power Co	34.041026	-85.223252	MWH	OTHF	-109			0	0				0	0	0	0	0	0	0	0	0	0	-109	-109	0	0
2736	2018	GA	Chattahoochee Energy Facility	7917	Oglethorpe Power Corporation	33.4072	-85.0386	NG	GAS	2681322	1132523	1133674	846	845	1132523			0	0	2681322	0	0	0	0	0	0	0	0	2681322	0	0
2737	2018	GA	CII Methane Management III LFG Plant	59650	ENERGYneering Solutions, Inc	33.925556	-83.263889	LFG	BIOMASS	8435	0	0	0	0	5954	5954		0	0	0	0	0	8435	0	0	0	0	0	0	8435	8435
2738	2018	GA	CNN Center	54323	Turner Properties Inc	33.759167	-84.395	DFO	OIL	92	74	74	1618	1612	74		0	0	92	0	0	0	0	0	0	0	0	0	92	0	0
2739	2018	GA	Columbia Bryson	62879	Westbound Solar LLC	33.429859	-82.196002	SUN	SOLAR																						
2740	2018	GA	Comer Solar	61554	Georgia Power Co	34.0942	-83.1439	SUN	SOLAR	4045								0	0	0	0	0	0	0	4045	0	0	0	0	4045	4045
2741	2018	GA	Crisp Plant	753	Crisp County Power Comm	31.844708	-83.940734	NG	GAS	131	246	246	3758	3754	246			0	0	131	0	0	0	0	0	0	0	0	131	0	0
2742	2018	GA	Dahlberg (Jackson County)	7765	Southern Power Co	34.042267	-83.397721	NG	GAS	410888	319597	319969	1557	1556	319597			0	24823	386065	0	0	0	0	0	0	0	0	410888	0	0
2743	2018	GA	Dalton 2	59556	Georgia Power Co	34.718056	-84.931944	SUN	SOLAR	9564								0	0	0	0	0	0	0	9564	0	0	0	0	9564	9564
2744	2018	GA	Decatur County Solar Project	59449	Southern Power Co	30.965	-84.626111	SUN	SOLAR	40872								0	0	0	0	0	0	0	40872	0	0	0	0	40872	40872
2745	2018	GA	Decatur Parkway Solar Project, LLC	59450	Southern Power Co	30.991944	-84.633889	SUN	SOLAR	175160								0	0	0	0	0	0	0	175160	0	0	0	0	175160	175160
2746	2018	GA	Denver Braswell PV	61441	IGS ORIX Solar I, LLC	31.3	-83.8	SUN	SOLAR	606								0	0	0	0	0	0	0	606	0	0	0	0	606	606
2747	2018	GA	Dougherty County Solar, LLC	62375	Dougherty County Solar, LLC	31.512003	-84.044499	SUN	SOLAR																						
2748	2018	GA	Doyle Energy Facility	55244	Oglethorpe Power Corporation	33.837699	-83.699577	NG	GAS	62756	47479	47519	1514	1513	47479			0	0	62756	0	0	0	0	0	0	0	0	62756	0	0
2749	2018	GA	Dublin Solar I	60930	Dublin Solar I, LLC	32.581	-82.926	SUN	SOLAR	6366								0	0	0	0	0	0	0	6366	0	0	0	0	6366	6366
2750	2018	GA	Edward L Addison Generating Plant	55267	Southern Power Co	32.9111	-84.3064	NG	GAS	346811	234398	234676	1353	1352	234398			0	17931	328880	0	0	0	0	0	0	0	0	346811	0	0
2751	2018	GA	Edwin I Hatch	6051	Georgia Power Co	31.9342	-82.3447	NUC	NUCLEAR	14403550								0	0	0	14403550	0	0	0	0	0	0	0	14403550	0	0
2752	2018	GA	Effingham County Power, LLC	55406	SEPG Operating Services, LLC Effingham	32.277252	-81.284411	NG	GAS	1808046	795481	796274	881	880	795481			0	0	1808046	0	0	0	0	0	0	0	0	1808046	0	0
2753	2018	GA	Emory Decatur Hospital	54830	DeKalb Regional Health System	33.7919	-84.2831	DFO	OIL	21	16	16	1530	1524	16			0	21	0	0	0	0	0	0	0	0	0	21	0	0
2754	2018	GA	Emory Hillandale Hospital	56231	DeKalb Regional Health System	33.7036	-84.1494	DFO	OIL	4	6	6	3155	3144	6			0	4	0	0	0	0	0	0	0	0	0	4	0	0
2755	2018	GA	Flint River	706	Georgia Power Co	31.6028	-84.1376	WAT	HYDRO	22496								0	0	0	0	22496	0	0	0	0	0	0	0	22496	0
2756	2018	GA	Flint River Operations	50465	International Paper - Flint River Mill	32.2544	-84.0667	WDS	BIOMASS	437455	27385	31086	142	125	396316	344745	24186	0	15373	70841	0	0	351242	0	0	0	0	0	86213	351242	351242
2757	2018	GA	Fort Benning Solar Facility	59862	Georgia Power Co	32.352369	-84.968819	SUN	SOLAR	55294								0	0	0	0	0	0	0	55294	0	0	0	0	55294	55294
2758	2018	GA	Fort Gordon Solar Facility	59863	Georgia Power Co	33.386625	-82.140117	SUN	SOLAR	56530								0	0	0	0	0	0	0	56530	0	0	0	0	56530	56530
2759	2018	GA	Fort Stewart Solar Facility	59865	Georgia Power Co	31.90474	-81.595373	SUN	SOLAR	52716								0	0	0	0	0	0	0	52716	0	0	0	0	52716	52716
2760	2018	GA	Freeman Avenue	62887	Westbound Solar LLC	32.182026	-84.14762	SUN	SOLAR																						
2761	2018	GA	Georgia LFG Oak Grove Plant	61385	Cube District Energy, LLC	33.964988	-83.76564	LFG	BIOMASS	30614	788	788	52	51	16988	16200		0	0	1420	0	0	29194	0	0	0	0	0	1420	29194	29194
2762	2018	GA	Georgia LFG Pine Ridge Plant	61386	Cube District Energy, LLC	33.244192	-84.122025	LFG	BIOMASS	35298	0	0	0	0	19822	19822		0	0	0	0	0	35298	0	0	0	0	0	0	35298	35298
2763	2018	GA	Georgia LFG Richland Creek Plant	61387	Cube District Energy, LLC	34.127146	-84.033376	LFG	BIOMASS	65082	0	0	0	0	41177	41177		0	0	0	0	0	65082	0	0	0	0	0	0	65082	65082
2764	2018	GA	Georgia Pacific Center	54906	GP Center Holdings LLC	33.757513	-84.386871	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2765	2018	GA	Georgia Power at Jakin GA PV	61397	Constellation Solar Georgia 2, LLC	31.138	-85.031	SUN	SOLAR	2878								0	0	0	0	0	0	0	2878	0	0	0	0	2878	2878
2766	2018	GA	Georgia Power at Swainsboro	61459	Constellation Solar Georgia 2, LLC	32.605	-82.321	SUN	SOLAR	5992								0	0	0	0	0	0	0	5992	0	0	0	0	5992	5992
2767	2018	GA	Georgia Power at Wadley GA	59843	Constellation Solar Georgia, LLC.	32.883	-82.41	SUN	SOLAR	1843								0	0	0	0	0	0	0	1843	0	0	0	0	1843	1843
2768	2018	GA	Georgia-Pacific Cedar Springs	54101	Georgia-Pacific Cedar Springs LLC	31.166	-85.0951	BLQ	BIOMASS	626073	75303	79083	253	241	2279805	1808420	396082	95196	9931	46260	0	0	474686	0	0	0	0	0	151387	474686	474686
2769	2018	GA	GPC3	7711	Georgia Power Co			NG	GAS																						
2770	2018	GA	GPC4	7712	Georgia Power Co			NG	GAS																						
2771	2018	GA	GPC5	7713	Georgia Power Co			NG	GAS																						
2772	2018	GA	GPC6	7714	Georgia Power Co			NG	GAS																						
2773	2018	GA	Graniteville Enterprise Division	54462	Augusta Canal Authority	33.477027	-81.982732	WAT	HYDRO	945								0	0	0	0	945	0	0	0	0	0	0	0	945	0
2774	2018	GA	Graphic Packaging International Augusta Mill	54358	Graphic Packaging International - Augusta	33.328259	-81.953078	BLQ	BIOMASS	373124	26725	28762	154	143	1614166	1407443	179998	4235	62	75069	0	0	293757	0	0	0	0	0	79366	293757	293757
2775	2018	GA	Gratis Road Solar Facility	61740	Walton Solar	33.844621	-83.697356	SUN	SOLAR	5581								0	0	0	0	0	0	0	5581	0	0	0	0	5581	5581
2776	2018	GA	GRP Franklin Renewable Energy Facility	60550	GRP Franklin Renewable Energy Facility, LLC	34.376111	-83.330556	WDS	BIOMASS																						
2777	2018	GA	GRP Madison Renewable Energy Facility	61213	GRP Madison Renewable Energy Facility, LLC	34.040559	-83.192902	WDS	BIOMASS																						
2778	2018	GA	Guyton Community Solar	62392	Georgia Power Co	32.412773	-81.442846	SUN	SOLAR																						
2779	2018	GA	Hammond	708	Georgia Power Co	34.2528	-85.3456	BIT	COAL	181381	273807	275758	3041	3019	273807			174602	6779	0	0	0	0	0	0	0	0	0	181381	0	0
2780	2018	GA	Harllee Branch	709	Georgia Power Co	33.195	-83.2983	BIT	COAL																						
2781	2018	GA	Hartwell Energy Facility	70454	Oglethorpe Power Corporation	34.339588	-82.819871	NG	GAS	183739	135721	135898	1479	1477	135721			0	10686	173053	0	0	0	0	0	0	0	0	183739	0	0
2782	2018	GA	Hartwell Lake	754	USCE-Savannah District	34.3564	-82.8219	WAT	HYDRO	536352								0	0	0	0	536352	0	0	0	0	0	0	0	536352	0
2783	2018	GA	Hawk Road Energy Facility	55141	Oglethorpe Power Corporation	33.358472	-84.991391	NG	GAS	538686	362649	363008	1348	1346	362649			0	0	538686	0	0	0	0	0	0	0	0	538686	0	0
2784	2018	GA	Hazlehurst II	60554	SR South Loving, LLC	31.819444	-82.602222	SUN	SOLAR	117864								0	0	0	0	0	0	0	117864	0	0	0	0	117864	117864
2785	2018	GA	Hazlehurst III	62057	SR Hazlehurst III, LLC	31.832474	-82.602139	SUN	SOLAR																						
2786	2018	GA	Hewlett Packard Enterprise	54457	Hewlett-Packard Company	34.0864	-84.2677	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2787	2018	GA	Hickory Ridge Landfill Solar Project	59459	BFI Waste Systems of GA, LLC	33.665	-84.336111	SUN	SOLAR	93								0	0	0	0	0	0	0	93	0	0	0	0	93	93
2788	2018	GA	High Shoals Hydro (GA)	10121	High Shoals Hydro	33.816547	-83.504932	WAT	HYDRO	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2789	2018	GA	Hopeful Solar LLC	59892	Capital Power Corporation	31.126342	-84.397442	SUN	SOLAR																						
2790	2018	GA	IKEA Savannah 490	58011	IKEA Property Inc	32.177535	-81.173775	SUN	SOLAR	1001								0	0	0	0	0	0	0	1001	0	0	0	0	1001	1001
2791	2018	GA	Imperial Savannah LP	50146	Imperial Savannah LP	32.143989	-81.14655	NG	GAS	39590	15026	15075	762	759	144913		129887	8133	0	31457	0	0	0	0	0	0	0	0	39590	0	0
2792	2018	GA	Inforum	54290	DCII-250 Williams Street NW, LLC	33.7533	-84.3889	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
2793	2018	GA	Inland Paperboard Packaging Rome	10426	Inland Paperboard - Rome Mill	34.2528	-85.3275	BLQ	BIOMASS	386081	34387	36799	191	178	1667053	1405877	226789	41296	11919	14917	0	0	311676	0	0	0	0	6274	74405	311676	311676
2794	2018	GA	International Paper Savanna Mill	50398	International Paper Co	32.100354	-81.124248	BLQ	BIOMASS	636523	54629	57241	180	172	2030782	1719396	256757	0	0	161676	0	0	474847	0	0	0	0	0	161676	474847	474847
2795	2018	GA	Interstate Paper LLC Riceboro	54281	Interstate Paper LLC	31.741629	-81.407856	BLQ	BIOMASS	113517	1610	2458	43	28	667691	652087	13993	0	95	4688	0	0	108733	0	0	0	0	0	4784	108733	108733
2796	2018	GA	Jack McDonough	710	Georgia Power Co	33.8239	-84.4758	NG	GAS	16799053	6813449	6820522	812	811	6813449			0	10	16799043	0	0	0	0	0	0	0	0	16799053	0	0
2797	2018	GA	Jesup Plant	10560	Rayonier Advanced Materials	31.6593	-81.8439	BLQ	BIOMASS	466892	29662	31837	136	127	2371518	2106307	235549	0	32842	43599	0	0	390451	0	0	0	0	0	76441	390451	390451
2798	2018	GA	Kamin LLC Wrens Mine	55961	Kamin LLC	33.3319	-82.4522	DFO	OIL																						
2799	2018	GA	Kamin LLC Wrens Plant	54880	Kamin LLC	33.273835	-82.407813	NG	GAS	504	217	218	863	863	760		543	0	0	504	0	0	0	0	0	0	0	0	504	0	0
2800	2018	GA	King Mill	61000	Augusta Canal Authority	33.485245	-81.991203	WAT	HYDRO	136								0	0	0	0	136	0	0	0	0	0	0	0	136	0
2801	2018	GA	King's Bay Solar Facility	59864	Georgia Power Co	30.834897	-81.563637	SUN	SOLAR	55206								0	0	0	0	0	0	0	55206	0	0	0	0	55206	55206
2802	2018	GA	Kraft	733	Georgia Power Co	32.1486	-81.1458																								
2803	2018	GA	Lake Blackshear Project	752	Crisp County Power Comm	31.847697	-83.941996	WAT	HYDRO	45248								0	0	0	0	45248	0	0	0	0	0	0	0	45248	0
2804	2018	GA	Lakeland Solar Energy LLC	58572	Invenergy Services LLC	31.026944	-83.055	SUN	SOLAR	3961								0	0	0	0	0	0	0	3961	0	0	0	0	3961	3961
2805	2018	GA	Laredo Bus Facility Solar Canopies	58064	MARTA	33.783333	-84.267778	SUN	SOLAR	1288								0	0	0	0	0	0	0	1288	0	0	0	0	1288	1288
2806	2018	GA	Live Oak Solar, LLC	60063	Live Oak Solar, LLC	32.423798	-82.102824	SUN	SOLAR	98069								0	0	0	0	0	0	0	98069	0	0	0	0	98069	98069
2807	2018	GA	Lloyd Shoals	712	Georgia Power Co	33.320773	-83.841922	WAT	HYDRO	74145								0	0	0	0	74145	0	0	0	0	0	0	0	74145	0
2808	2018	GA	Marine Corps Logistics Base Solar	59876	Georgia Power Co	31.560729	-84.093261	SUN	SOLAR	48929								0	0	0	0	0	0	0	48929	0	0	0	0	48929	48929
2809	2018	GA	MAS ASB Cogen Plant	58484	Cube District Energy, LLC	33.655	-84.394444	LFG	BIOMASS	30332	14603	14617	964	963	16723	2119	0	0	0	26486	0	0	3846	0	0	0	0	0	26486	3846	3846
2810	2018	GA	McCleskey Cotton	62878	Westbound Solar LLC	31.825063	-84.385575	SUN	SOLAR																						
2811	2018	GA	McIntosh (6124)	6124	Georgia Power Co	32.356287	-81.168347	SUB	COAL	58476	77331	77720	2658	2645	77331			22901	8541	27034	0	0	0	0	0	0	0	0	58476	0	0
2812	2018	GA	McIntosh Combined Cycle Facility	56150	Georgia Power Co	32.3478	-81.1817	NG	GAS	9053313	3762712	3766541	832	831	3762712			0	0	9053313	0	0	0	0	0	0	0	0	9053313	0	0
2813	2018	GA	MCLB Landfill Gas to Energy	59335	Inst and Envir Div Marine Logistics Base	31.546111	-84.0675	OBG	BIOMASS	7206	265	268	74	74	11704	10575	864	0	0	695	0	0	6511	0	0	0	0	0	695	6511	6511
2814	2018	GA	McManus	715	Georgia Power Co	31.213645	-81.546165	DFO	OIL	9821	14066	14112	2874	2865	14066			0	9821	0	0	0	0	0	0	0	0	0	9821	0	0
2815	2018	GA	MEAG1	7879	Municipal Electric Authority			NG	GAS																						
2816	2018	GA	MEAG2	7880	Municipal Electric Authority			NG	GAS																						
2817	2018	GA	MEAG3	7881	Municipal Electric Authority			NG	GAS																						
2818	2018	GA	Mid-Georgia Cogeneration	55040	SEPG Operating Services, LLC MGC	32.4856	-83.6039	NG	GAS	211336	81758	81863	775	774	110464		28706	0	16459	194877	0	0	0	0	0	0	0	0	211336	0	0
2819	2018	GA	Milstead	54872	Mill Shoals Hydro Co Inc	33.689362	-83.990333	WAT	HYDRO	2495								0	0	0	0	2495	0	0	0	0	0	0	0	2495	0
2820	2018	GA	Mitchell (GA)	727	Georgia Power Co	31.444728	-84.134696																								
2821	2018	GA	Moody Air Force Base Solar	62377	Georgia Power Co	30.9574	-83.2229	SUN	SOLAR																						
2822	2018	GA	Morgan Falls	717	Georgia Power Co	33.9684	-84.3827	WAT	HYDRO	43708								0	0	0	0	43708	0	0	0	0	0	0	0	43708	0
2823	2018	GA	Mount Vernon Solar	60585	Walton Electric Member Corp	33.8388	-83.638	SUN	SOLAR	1871								0	0	0	0	0	0	0	1871	0	0	0	0	1871	1871
2824	2018	GA	MPC Generating	7764	SEPG Operating Services, LLC MPC	33.8119	-83.6953	NG	GAS	18529	13877	13901	1500	1498	13877			0	4173	14356	0	0	0	0	0	0	0	0	18529	0	0
2825	2018	GA	Multitrade Rabun Gap, LLC	50201	Multitrade Rabun Gap LLC	34.9536	-83.3786	WDS	BIOMASS	96873	0	4135	85	0	189049	189049	0	0	0	0	0	0	96873	0	0	0	0	0	0	96873	96873
2826	2018	GA	Muscogee Public Works	62881	Westbound Solar LLC	32.49375	-84.861326	SUN	SOLAR																						
2827	2018	GA	Nacoochee	718	Georgia Power Co	34.755269	-83.501073	WAT	HYDRO	19901								0	0	0	0	19901	0	0	0	0	0	0	0	19901	0
2828	2018	GA	Naval Submarine Base Kings Bay	54239	Kings Bay Naval Base	30.7917	-81.5333	DFO	OIL	4375	3094	3104	1419	1414	3094			0	4375	0	0	0	0	0	0	0	0	0	4375	0	0
2829	2018	GA	North Highlands	719	Georgia Power Co	32.498791	-84.995585	WAT	HYDRO	151436								0	0	0	0	151436	0	0	0	0	0	0	0	151436	0
2830	2018	GA	Nottely	758	Tennessee Valley Authority	34.959153	-84.08765	WAT	HYDRO	40579								0	0	0	0	40579	0	0	0	0	0	0	0	40579	0
2831	2018	GA	Oil Dri 2 Solar	62882	Westbound Solar LLC	30.991	-84.066	SUN	SOLAR																						
2832	2018	GA	Old Midville Solar	60741	Citizens Enterprises Corporation	32.820676	-81.98176	SUN	SOLAR	42287								0	0	0	0	0	0	0	42287	0	0	0	0	42287	42287
2833	2018	GA	Oliver Dam	720	Georgia Power Co	32.5163	-84.9969	WAT	HYDRO	236037								0	0	0	0	236037	0	0	0	0	0	0	0	236037	0
2834	2018	GA	Pawpaw Solar Plant	59894	Southern Power Co	32.572875	-84.256778	SUN	SOLAR	64531								0	0	0	0	0	0	0	64531	0	0	0	0	64531	64531
2835	2018	GA	PCA-Valdosta Mill	60084	PCA-Valdosta Mill	30.694444	-83.303056	BLQ	BIOMASS	295437	4011	6110	41	27	1215887	1189702	22175	0	60	11439	0	0	283938	0	0	0	0	0	11499	283938	283938
2836	2018	GA	Pecan Row Landfill To Electric Facility	59221	EDL Inc	30.815	-83.3625	LFG	BIOMASS	35153	0	0	0	0	25540	25540		0	0	0	0	0	35153	0	0	0	0	0	0	35153	35153
2837	2018	GA	Piedmont Green Power	57909	Piedmont Green Power LLC	33.045278	-84.125556	WDS	BIOMASS	407484	0	11579	57	0	530048	530048		0	0	0	0	0	407484	0	0	0	0	0	0	407484	407484
2838	2018	GA	PInova Inc	10120	PInova Inc	31.164772	-81.478724	WDS	BIOMASS	0						239067		0	0	0	0	0	0	0	0	0	0	0	0	0	0
2839	2018	GA	Plant Washington	56675	Power4Georgians LLC	33.064722	-82.745	SUB	COAL																						
